name||set||set_code||id||type||power||toughness||loyalty||manacost||converted_manacost||artist||flavor||color||generated_mana||number||rarity||rating||ruling||variation||ability||pricing_low||pricing_mid||pricing_high||watermark||print_number||is_original||back_id||number_int||name_CN||name_TW||name_FR||name_DE||name_IT||name_JP||name_PT||name_RU||name_ES||name_KO||type_CN||type_TW||type_FR||type_DE||type_IT||type_JP||type_PT||type_RU||type_ES||type_KO||ability_CN||ability_TW||ability_FR||ability_DE||ability_IT||ability_JP||ability_PT||ability_RU||ability_ES||ability_KO||flavor_CN||flavor_TW||flavor_FR||flavor_DE||flavor_IT||flavor_JP||flavor_PT||flavor_RU||flavor_ES||flavor_KO||color_identity||fully_handled||custom_sort||legality_Block||legality_Standard||legality_Modern||legality_Legacy||legality_Vintage||legality_Highlander||legality_French_Commander||legality_Tiny_Leaders_Commander||legality_Leviathan_Commander||legality_Commander||legality_Peasant||legality_Pauper||
Unesh, Criosphinx Sovereign||Hour of Devastation||HOU||430741||Legendary Creature — Sphinx||4||4||||{4}{U}{U}||6||Adrian Majkrzak||||U||||52||M||5||£6/27/2017 : To determine the total cost of a Sphinx spell, start with the mana cost or alternative cost you’re paying, add any cost increases, then apply any cost reductions. The converted mana cost of the creature remains unchanged, no matter what the total cost to cast it was.£6/27/2017 : Unesh’s cost-reduction ability doesn’t reduce the cost to cast itself.£6/27/2017 : You (not your opponent) choose which pile to put into your hand and which to put into your graveyard.£6/27/2017 : A pile can have no cards in it. In this case, you’ll choose whether to put all the revealed cards into your hand or into your graveyard.£6/27/2017 : In multiplayer games, you choose an opponent to separate the cards when the ability resolves. This doesn’t target that opponent. Because the cards are revealed, all players may see the cards and offer opinions.||||Flying£Sphinx spells you cast cost {2} less to cast.£Whenever Unesh, Criosphinx Sovereign or another Sphinx enters the battlefield under your control, reveal the top four cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.||||||||||1||True||||52||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||Unesh, Criosphinx Sovereign||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Unquenchable Thirst||Hour of Devastation||HOU||430742||Enchantment — Aura||||||||{1}{U}||2||Jeremy Wilson||||U||||53||C||5||£6/27/2017 : If an ability checks whether you control a Desert or there is a Desert card in your graveyard, having more than one doesn’t matter. Controlling one is the same as controlling five. There is also no extra bonus for both controlling one and having one in your graveyard.£6/27/2017 : For abilities that trigger only if you control a Desert or there is a Desert card in your graveyard, one condition must be true as the ability triggers and one must be true as the ability resolves. They don’t have to be the same condition, though. For example, you could sacrifice your only Desert after the ability triggers but before it has resolved.||||Enchant creature£When Unquenchable Thirst enters the battlefield, if you control a Desert or there is a Desert card in your graveyard, tap enchanted creature.£Enchanted creature doesn't untap during its controller's untap step.||||||||||1||True||||53||难解之渴||難解之渴||Soif inextinguible||Unlöschbarer Durst||Sete Inestinguibile||抑え難い渇き||Sede Insaciável||Неутолимая Жажда||Sed perpetua||채워지지 않는 갈증||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Unraveling Mummy||Hour of Devastation||HOU||430836||Creature — Zombie||2||3||||{1}{W}{B}||3||Tomasz Jedruszek||#_"We are no longer in control." £—Elekh, vizier of embalming_#||WB||||147||U||5||£6/27/2017 : Unraveling Mummy’s abilities can target itself while it’s attacking.£6/27/2017 : The target Zombie will still have lifelink or deathtouch even after combat when it stops being an attacking creature.£6/27/2017 : Multiple instances of lifelink and deathtouch are redundant.||||{1}{W}: Target attacking Zombie gains lifelink until end of turn.£{1}{B}: Target attacking Zombie gains deathtouch until end of turn.||||||||||1||True||||147||无拘木乃伊||無拘木乃伊||Momie détissée||Entfesselte Mumie||Mummia Sbendata||ほころびミイラ||Múmia Desenrolada||Выпутавшаяся Мумия||Momia desvendada||풀어지는 미라||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||WB||True||||||||||||||||||||||||||||
Unsummon||Hour of Devastation||HOU||430743||Instant||||||||{U}||1||Nils Hamm||#_Skills mastered by initiates are preserved within cartouches, so Eternals remain adept at their preferred combat styles._#||U||||54||C||5||||||Return target creature to its owner's hand.||||||||||17||False||||54||反召唤||反召喚||Désinvocation||Rückruf||Controevocazione||送還||Esconjurar||Отозвать||Anular invocación||역소환||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Vile Manifestation||Hour of Devastation||HOU||430769||Creature — Horror||0||4||||{1}{B}||2||Jason Felix||#_The glyphs writhed and twisted, spewing out dark, vengeful magic._#||B||||80||U||5||£6/27/2017 : Vile Manifestation’s first ability counts only the cards with cycling abilities in your graveyard. It doesn’t care whether or not they were cycled to get there.£6/27/2017 : Vile Manifestation’s first ability applies only while it’s on the battlefield. In all other zones, its power is 0.£6/27/2017 : Certain older cards have variants of cycling, such as basic landcycling or Wizardcycling. Vile Manifestation’s effect counts these cards.||||Vile Manifestation gets +1/+0 for each card with cycling in your graveyard.£Cycling {2} #_({2}, Discard this card: Draw a card.)_#||||||||||1||True||||80||猛恶具现兽||猛惡具現獸||Manifestation abjecte||Verderbte Manifestation||Manifestazione Ignobile||不快の顕現||Manifestação Vil||Жестокое Проявление||Manifestación vil||사악한 실체||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Visage of Bolas||Hour of Devastation||HOU||432887||Artifact||||||||{4}||4||Titus Lunter||||A||{U}{B}{R}||208||R||5||||||When Visage of Bolas enters the battlefield, you may search your library and/or graveyard for a card named Nicol Bolas, the Deceiver, reveal it, and put it into your hand. If you search your library this way, shuffle it.£{T}: Add {U}, {B}, or {R} to your mana pool.||||||||||1||True||||208||波拉斯尊容||波拉斯尊容||Visage de Bolas||Antlitz des Bolas||Volto di Bolas||ボーラスの肖像||Face de Nicol Bolas||Лик Боласа||Semblante de Nicol Bolas||볼라스의 얼굴||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||UBR||True||||||||||||||||||||||||||||
Vizier of the Anointed||Hour of Devastation||HOU||430744||Creature — Human Cleric||2||4||||{3}{U}||4||Jakub Kasper||||U||||55||U||5||£6/27/2017 : If you activate an eternalize or embalm ability, you’ll draw a card before that ability resolves, but after you’ve paid all of the costs for that ability. If an eternalize ability requires a discard to activate, you’ll need to have another card available to discard.||||When Vizier of the Anointed enters the battlefield, you may search your library for a creature card with eternalize or embalm, put that card into your graveyard, then shuffle your library.£Whenever you activate an eternalize or embalm ability, draw a card.||||||||||1||True||||55||圣洗维齐尔||聖洗維齊爾||Vizir des consacrés||Wesir der Gesalbten||Visir dei Consacrati||選定の侍臣||Vizir dos Ungidos||Визирь Умащенных||Visir de los ungidos||세례받은 자의 고관||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Vizier of the True||Hour of Devastation||HOU||430717||Creature — Human Cleric||3||2||||{3}{W}||4||Ryan Alexander Lee||#_Outnumbered, but not outmatched._#||W||||28||U||5||£4/18/2017 : You can’t exert a creature unless an effect allows you to do so. Similar effects that “tap and freeze” a creature (such as that of Decision Paralysis) don’t exert that creature.£4/18/2017 : If an exerted creature is already untapped during your next untap step (most likely because it had vigilance or an effect untapped it), exert’s effect preventing it from untapping expires without having done anything.£4/18/2017 : If you gain control of another player’s creature until end of turn and exert it, it will untap during that player’s untap step.£4/18/2017 : If a creature has a targeted triggered ability that triggers when you exert it, you can exert it even if there isn’t a legal target for that triggered ability.£4/18/2017 : Some cards have abilities that trigger whenever you exert any creature. These abilities trigger when you exert that creature or any other creature you control.£4/18/2017 : All cards in the Amonkhet set that let you exert a creature let you do so as you declare it as an attacking creature, as do some of the cards in the Hour of Devastation set. You can’t do so later in combat, and creatures put onto the battlefield attacking can’t be exerted. Any abilities that trigger on exerting an attacking creature will resolve before blockers are declared.||||You may exert Vizier of the True as it attacks. #_(It won't untap during your next untap step.)_#£Whenever you exert a creature, tap target creature an opponent controls.||||||||||1||True||||28||真信维齐尔||真信維齊爾||Vizir de la Loyale||Wesir der Getreuen||Visir della Leale||信義の侍臣||Vizir da Verdadeira||Визирь Верной||Visir de la Leal||진실의 고관||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Wall of Forgotten Pharaohs||Hour of Devastation||HOU||430857||Artifact Creature — Wall||0||4||||{2}||2||Igor Kieryluk||||A||||168||C||5||£6/27/2017 : If an ability checks whether you control a Desert or there is a Desert card in your graveyard, having more than one doesn’t matter. Controlling one is the same as controlling five. There is also no extra bonus for both controlling one and having one in your graveyard.||||Defender£{T}: Wall of Forgotten Pharaohs deals 1 damage to target player. Activate this ability only if you control a Desert or there is a Desert card in your graveyard.||||||||||1||True||||168||往世法老墙||往世法老牆||Mur des Pharaons oubliés||Mauer der vergessenen Pharaonen||Muro dei Faraoni Dimenticati||忘れられた王族の壁||Muro dos Faraós Esquecidos||Стена Забытых Фараонов||Muro de los faraones olvidados||잊혀진 파라오의 벽||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Wasp of the Bitter End||Hour of Devastation||HOU||432885||Creature — Insect Horror||2||1||||{1}{B}||2||Tomasz Jedruszek||#_As the Second Sun glided into its final position in the sky, a chorus of wings sounded to herald the return of Nicol Bolas._#||B||||206||U||5||£6/27/2017 : You choose a target for Wasp of the Bitter End’s triggered ability right after casting a Bolas planeswalker spell, but you don’t choose whether to sacrifice Wasp of the Bitter End or not until that ability resolves. If the creature becomes an illegal target, the entire ability is countered and you can’t sacrifice Wasp of the Bitter End.||||Flying£Whenever you cast a Bolas planeswalker spell, you may sacrifice Wasp of the Bitter End. If you do, destroy target creature.||||||||||1||True||||206||终焉蜂群||終焉蜂群||Guêpe de la fin tragique||Wespe des bitteren Endes||Vespa della Fine Dolorosa||苦々しい結末の蜂||Vespa do Amargo Fim||Оса Горькой Погибели||Avispa del amargo final||씁쓸한 최후의 말벌||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Wildfire Eternal||Hour of Devastation||HOU||430798||Creature — Zombie Jackal Cleric||1||4||||{3}{R}||4||Magali Villeneuve||||R||||109||R||5||£6/27/2017 : An ability that triggers when something “attacks and isn’t blocked” triggers in the declare blockers step after blockers are declared if (1) that creature is attacking and (2) no creatures are declared to block it. It will trigger even if that creature was put onto the battlefield attacking rather than having been declared as an attacker in the declare attackers step.£6/27/2017 : Wildfire Eternal’s second ability resolves before combat damage is dealt, and you must cast a spell at that time if you wish to cast one without paying its mana cost. You can cast a sorcery during the declare blockers step this way.£6/27/2017 : If you cast a card “without paying its mana cost,” you can’t pay any alternative costs. You can, however, pay additional costs. If the card has any mandatory additional costs, such as that of Tormenting Voice, those must be paid to cast the card.£6/27/2017 : If the card has {X} in its mana cost, you must choose 0 as the value of X when casting it without paying its mana cost.£6/27/2017 : If multiple creatures block a creature with afflict, afflict triggers only once.£6/27/2017 : Afflict causes the defending player to lose life; it’s not damage or combat damage.£6/27/2017 : If a creature is attacking a planeswalker, that planeswalker’s controller is the defending player.£6/27/2017 : Afflict resolves before combat damage is dealt. If this loss of life brings a player to 0 life or less, that player loses the game immediately. A blocking creature with lifelink won’t deal combat damage in time to save that player.||||Afflict 4 #_(Whenever this creature becomes blocked, defending player loses 4 life.)_#£Whenever Wildfire Eternal attacks and isn't blocked, you may cast an instant or sorcery card from your hand without paying its mana cost.||||||||||1||True||||109||野火永生者||野火永生者||Éternel du feu dévastateur||Wildfeuer-Verewigter||Eterno dell'Incendio Indomabile||野火の永遠衆||Eterno Incendiário||Вековечный Пламени||Eterno incendiario||들불 영생자||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||R||True||||||||||||||||||||||||||||
